category_id,name,depth,parent_id,wikipedia_page_id,wikipedia_url,wikidata_iri,has_extract,n_concepts,n_children,extract_preview
data-analysis,Data analysis,3,statistics,2720954,https://en.wikipedia.org/?curid=2720954,wd:Q1988917,1,0,11,"Data analysis is the process of inspecting, cleansing, transforming, and modeling data with the goal of discovering useful information, informing conclusions, and supporting decision-making. Data anal"
data-collection,Data collection,3,statistics,11501746,https://en.wikipedia.org/?curid=11501746,wd:Q4929239,1,0,8,"Data collection or data gathering is the process of gathering and measuring information on targeted variables in an established system, which then enables one to answer relevant questions and evaluate"
data-science,Data science,3,information-engineering,35458904,https://en.wikipedia.org/?curid=35458904,wd:Q2374463,1,0,4,"Data science is an interdisciplinary academic field that uses statistics, scientific computing, scientific methods, processing, scientific visualization, algorithms, and systems to extract or extrapol"
databases,Database,3,computer-engineering,8377,https://en.wikipedia.org/?curid=8377,wd:Q8513,1,0,14,"In computing, a database is an organized collection of data or a type of data store based on the use of a database management system (DBMS), the software that interacts with end users, applications, a"
dentistry,Dentistry,3,health-sciences,8005,https://en.wikipedia.org/?curid=8005,wd:Q12128,1,0,11,"Dentistry, also known as dental medicine and oral medicine, is the branch of medicine focused on the teeth, gums, and mouth. It consists of the study, diagnosis, prevention, management, and treatment "
dermatology,Dermatology,3,health-sciences,74553,https://en.wikipedia.org/?curid=74553,wd:Q171171,1,0,2,Dermatology is the branch of medicine dealing with the skin. It is a specialty with both medical and surgical aspects. A dermatologist is a specialist medical doctor who has undergone advanced trainin
descriptive-statistics,Descriptive statistics,3,statistics,8187,https://en.wikipedia.org/?curid=8187,wd:Q380344,1,0,7,"A descriptive statistic (in the count noun sense) is a summary statistic that quantitatively describes or summarizes features from a collection of information, while descriptive statistics (in the mas"
developmental-biology,Developmental biology,3,biology,8449,https://en.wikipedia.org/?curid=8449,wd:Q213713,1,0,5,Developmental biology is the scientific study of the processes by which animals and plants grow and develop. The field of developmental biology is further defined by its study of phenomena such as reg
directional-statistics,Directional statistics,3,statistics,1444970,https://en.wikipedia.org/?curid=1444970,wd:Q3497519,1,0,2,"Directional statistics (also circular statistics or spherical statistics) is the subdiscipline of statistics that deals with directions (unit vectors in Euclidean space, Rn), axes (lines through the o"
discrete-mathematics,Discrete mathematics,3,mathematics,8492,https://en.wikipedia.org/?curid=8492,wd:Q121416,1,0,10,"Discrete mathematics is the study of mathematical structures that can be considered ""discrete"" (in a way analogous to discrete variables, having a one-to-one correspondence (bijection) with natural nu"
earthquake-engineering,Earthquake engineering,3,civil-engineering,2111048,https://en.wikipedia.org/?curid=2111048,wd:Q909789,1,0,4,"Earthquake engineering is an interdisciplinary branch of engineering that designs and analyzes structures, such as buildings and bridges, with earthquakes in mind. Its overall goal is to make such str"
ecology,Ecology,3,biology,9630,https://en.wikipedia.org/?curid=9630,wd:Q7150,1,0,12,Ecology (from Ancient Greek  οἶκος (oîkos) 'house' and  -λογία (-logía) 'study of') is the natural science of the relationships among living organisms and their environment. Ecology considers organism
education-policy,Education policy,3,education,1355251,https://en.wikipedia.org/?curid=1355251,wd:Q452348,1,0,2,"Education policy consists of the principles and policy decisions that influence the field of education, as well as the collection of laws and rules that govern the operation of education systems. Educ"
educational-institutions,Educational institution,3,education,2145242,https://en.wikipedia.org/?curid=2145242,wd:Q2385804,1,0,2,"An educational institution is a place where people of different ages gain an education, including preschools, childcare, primary-elementary schools, secondary-high schools, and universities.  They pro"
educational-stages,Educational stage,3,education,3333758,https://en.wikipedia.org/?curid=3333758,wd:Q18189,1,0,9,"Educational stages are subdivisions of formal learning, typically covering early childhood education, primary education, secondary education and tertiary education. The United Nations Educational, Sci"
educational-technology,Educational technology,3,education,1944675,https://en.wikipedia.org/?curid=1944675,wd:Q1068473,1,0,7,"Educational technology (often abbreviated as edtech) encompasses computer hardware, software, along with educational theories and practices, used to facilitate learning and teaching. When referred to "
electrochemical-engineering,Electrochemical engineering,3,chemical-engineering,30129507,https://en.wikipedia.org/?curid=30129507,wd:Q2474620,1,0,2,"Electrochemical engineering is the branch of chemical engineering dealing with the technological applications of electrochemical phenomena, such as electrosynthesis of chemicals, electrowinning and re"
electromagnetism,Electromagnetism,3,physics,9532,https://en.wikipedia.org/?curid=9532,wd:Q11406,1,0,10,"In physics, electromagnetism is an interaction that occurs between particles with electric charge via electromagnetic fields. The electromagnetic force is one of the four fundamental forces of nature."
electromechanics,Electromechanics,3,electrical-engineering,31322120,https://en.wikipedia.org/?curid=31322120,wd:Q533188,1,0,3,Electromechanics combine processes and procedures drawn from electrical engineering and mechanical engineering. Electromechanics focus on the interaction of electrical and mechanical systems as a whol
electronic-engineering,Electronic engineering,3,electrical-engineering,28923910,https://en.wikipedia.org/?curid=28923910,wd:Q126095,1,0,9,Electronics engineering is a sub-discipline of electrical engineering that emerged in the early 20th century and is distinguished by the additional use of active components such as semiconductor devic
emergency-medicine,Emergency medicine,3,health-sciences,52974,https://en.wikipedia.org/?curid=52974,wd:Q2861470,1,0,4,"Emergency medicine is the medical specialty concerned with the care of illnesses or injuries requiring immediate medical attention. Emergency physicians (or ""ER doctors"") specialize in providing care "
endocrinology,Endocrinology,3,health-sciences,9311,https://en.wikipedia.org/?curid=9311,wd:Q162606,1,0,4,"Endocrinology (from endocrine + -ology) is a branch of biology and medicine dealing with the endocrine system, its diseases, and its specific secretions known as hormones. It is also concerned with th"
energy-storage,Energy storage,3,energy-engineering,24130,https://en.wikipedia.org/?curid=24130,wd:Q837718,1,0,3,Energy storage is the capture of energy produced at one time for use at a later time to reduce imbalances between energy demand and energy production. A device that stores energy is generally called a
environmental-engineering,Environmental engineering,3,environmental-science,50702,https://en.wikipedia.org/?curid=50702,wd:Q146326,1,0,4,"Environmental engineering is a professional engineering discipline related to environmental science. It encompasses broad scientific topics like chemistry, biology, ecology, geology, hydraulics, hydro"
